"구  분","부문명","시도별","항목","단위","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월",
"민간","민간임대","전남","사용검사실적","","365","851","0","0","0","0","0","0","0","0","0","0","0","84","0","60","757","0","0","0","0","0","0","0","0","0","0","0","370","0","0","0","0","0","0","55","36","0","0","0","0","0","0","0","320","0","0","251","554","0","0","0","0","0","143","0","0","0","0","0","749","0","293","0","494","0","0","225","0","0","0","134","0","0","0","278","0","756","0","48","0","0","0","0","0","1072","0","0","0","0","0","0","0","1027","0","0","212","0","683","0","0","0","0","0","198","0","96","0","294","0","697","727","0","0","0","0","0","0","113",
"민간","민간임대","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","2092","0","0","0","630","0","0","824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","0","0","736","0","332","0","0","0","0","0","0","81","0","0","0","787","0","0","0","0","0","0","0","0","0","0","0","0",
"민간","민간임대","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","417","0","1176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","686","0","0","974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","702","0","0","0","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","596","0","0","0","0",
"민간","민간임대","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","0","0","0","268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"민간","민간분양","전국","사용검사실적","","21744","23292","22965","26510","28210","29866","32917","33647","26107","33255","27533","28847","30288","27913","23945","21145","21639","29546","38059","31435","32015","42138","27379","41735","32975","30690","24790","35703","26000","46478","33716","39067","27739","34669","35926","54133","31564","39286","32546","40572","25347","45289","48281","47741","43521","34075","46422","44199","51363","46730","40999","37327","37793","46715","41625","46879","35759","38085","43810","58051","45383","47088","33656","31558","30646","43180","31262","32007","35103","26174","29415","43219","26363","36529","24119","37894","30705","30020","43528","27569","30227","23430","32220","27203","30024","25569","24891","20207","17962","25272","27827","23944","24256","26301","32743","59926","19279","21998","27443","23359","32041","22109","25023","30588","20119","31577","25012","36659","14037","32412","23981","32870","25285","28982","21714","14261","9259","6708","6467",
"민간","민간분양","서울","사용검사실적","","4703","4713","4419","4252","4121","3995","3709","5602","5195","8319","3984","4629","5005","3720","3701","5284","4116","3924","5487","6968","6164","4829","0","5535","8111","5631","4914","7047","7281","6417","6735","7370","5368","3828","6118","14334","5869","5178","5886","6834","4923","5299","6122","7594","4564","3182","5157","4749","4238","3942","3982","4398","6177","6426","4842","4553","4668","5514","6333","16410","4786","10057","2898","4095","3663","6077","4244","4476","10854","3471","5929","8979","5204","10464","6113","5176","5277","6232","5886","4675","8914","2068","4328","4872","4547","5540","5462","3438","3299","5004","5758","5454","4443","2507","6066","7904","5617","3911","4861","3963","3034","2997","2299","4703","1861","2688","3740","3949","2125","2245","2653","3509","1122","2411","1790","1359","1061","1309","908",
"민간","민간분양","인천","사용검사실적","","978","1012","629","562","959","1213","926","234","880","795","371","831","889","749","956","831","998","1111","1180","811","585","462","0","877","712","567","556","581","878","5353","1329","740","674","1180","764","1725","794","560","734","803","781","1404","1590","1478","2925","486","846","4142","2596","335","2014","720","487","893","584","513","739","2106","877","559","1308","303","1762","717","1664","420","649","416","756","1325","536","436","339","397","853","466","641","426","1431","282","573","1095","3476","1017","1956","388","196","1356","1220","1531","1912","1131","3637","1892","544","3897","3871","3135","238","3058","4704","648","3721","2830","1141","2925","2870","3236","636","4750","517","2352","552","7945","1427","445","248","105","151",
"민간","민간분양","경기","사용검사실적","","4796","4808","3362","5455","6124","8310","6061","4337","4814","4379","5566","6489","5795","9412","3609","5347","4112","8073","17057","8096","8990","9904","0","10943","6993","10211","4720","9042","6130","13958","8733","11114","7243","9794","11299","13265","9776","11004","7443","6975","7245","13789","14576","17914","14851","14293","13890","14342","18647","15991","9550","13540","13896","19024","16946","18217","13343","13342","18105","15380","16664","11605","15527","9858","10964","21424","10551","11647","8123","4782","8487","7695","9184","11452","7353","10680","7250","7767","18061","9516","5619","8769","8690","9158","13898","8914","6861","7183","5169","7729","11219","9174","4461","8505","8512","17983","3389","5548","7797","6603","7422","4764","12771","7621","5406","11474","7518","12248","2973","12726","8774","12630","10637","7058","4861","3963","1614","2830","1854",
"민간","민간분양","부산","사용검사실적","","1653","1608","1530","1520","4407","1267","2878","4152","698","1923","4943","2723","2326","1022","2452","1047","719","4551","1090","769","994","5146","0","3733","780","830","789","1034","806","1094","1030","1968","3483","1098","1035","2360","3014","986","2103","1468","1968","2013","3018","2033","3541","1539","1340","1865","2474","5866","2241","2761","957","2157","2704","1026","1018","3464","1134","1388","1709","2944","2514","2384","3470","2286","3616","2290","708","2253","2550","1601","1434","2307","3278","1106","530","3415","3248","1277","3225","2213","401","1814","1393","552","2229","1530","891","1974","1388","749","759","420","394","14380","672","749","937","2021","3055","1319","975","2593","6113","1657","1741","3709","1903","1612","621","686","2118","30","1155","266","170","107","298",
"민간","민간분양","대구","사용검사실적","","626","734","208","1167","401","776","1805","253","627","1301","440","1275","2364","774","386","548","783","370","980","1764","1223","306","0","2044","1751","222","2034","904","670","7076","2083","2088","294","2941","938","1735","1325","2410","1453","171","267","1293","3414","359","2221","1907","1216","627","507","1236","712","2505","160","132","160","2645","1070","552","2114","2584","259","828","127","1757","82","552","93","418","773","576","854","812","834","819","292","2117","495","2209","1168","2018","160","2738","1043","555","218","340","2046","118","55","59","2078","546","2302","1039","5842","781","399","55","3819","1694","1778","3540","441","2176","1044","1988","1220","481","660","1335","3102","5151","2117","347","911","1952","7","7","297",
"민간","민간분양","광주","사용검사실적","","999","1019","1161","205","2792","1109","2268","474","425","469","519","209","313","1180","262","271","888","85","882","222","910","417","0","138","866","215","847","3803","862","439","665","1013","1208","127","429","1533","1732","235","1235","200","60","1238","761","853","1247","393","334","1397","836","1256","318","1214","83","1329","718","1525","2060","162","107","-417","1799","1760","1138","690","1233","825","161","912","951","477","629","994","154","1822","2341","976","3566","288","837","41","2634","366","584","1834","1662","702","40","559","48","1347","74","772","152","102","1027","1021","82","2955","466","657","634","75","49","1288","569","4008","233","149","135","388","38","221","389","104","621","39","95","251","231",
"민간","민간분양","대전","사용검사실적","","237","2905","1073","157","81","1424","475","1829","301","1871","165","388","612","389","129","80","639","760","144","298","244","648","0","233","350","546","220","378","1161","220","199","206","293","203","656","483","316","247","333","2992","316","280","172","129","196","858","1262","430","131","568","207","1196","168","869","2297","569","247","436","149","245","192","317","60","131","79","1123","593","1235","318","1301","227","253","150","250","269","2709","240","71","121","1127","1623","114","2376","216","149","61","96","259","69","51","96","114","404","1880","2823","336","106","1176","1003","43","2797","114","185","2786","231","842","1578","156","119","127","541","1830","579","143","90","62","39","65","194",
"민간","민간분양","울산","사용검사실적","","322","1638","1428","172","1433","871","1301","212","222","911","832","272","272","1816","1366","1538","715","194","222","896","1302","166","0","2117","187","188","205","2208","287","461","232","307","567","523","223","1140","422","1149","998","379","455","805","177","1214","3025","145","1996","163","1573","903","1140","414","97","2595","220","102","170","1397","441","1973","2565","2657","78","1245","928","715","497","133","1332","71","129","774","858","841","98","58","46","109","63","20","84","66","92","191","438","35","55","65","283","57","48","52","73","924","67","339","129","381","296","1158","87","73","66","1179","59","278","43","432","23","44","54","418","2751","799","419","59","2506","7","34",
"민간","민간분양","세종","사용검사실적","","126","107","110","1709","951","48","662","4378","931","1349","2856","1386","2396","1364","560","1429","735","1876","935","1458","587","1842","0","1632","31","848","305","9","13","32","1238","982","243","50","183","706","35","2347","605","7514","42","30","545","33","73","1330","745","436","1633","1448","3464","1434","726","873","80","1939","93","25","602","60","393","1460","211","1019","810","1218","21","1434","1681","16","27","15","13","573","23","44","12","77","49","44","17","694","65","23","365","563","26","32","26","867","24","1061","1374","34","37","47","39","102","142","619","22","23","42","27","145","24","496","259","22","54","17","23","19","17","27","13","27","42","9",
"민간","민간분양","강원","사용검사실적","","485","167","626","1657","728","1000","1051","1298","1827","1272","478","639","357","354","261","891","1066","574","960","511","976","547","0","1284","420","909","308","266","310","520","963","800","500","1992","1634","1379","511","478","312","802","384","579","756","886","815","1055","3017","1623","2007","315","1667","369","1093","1947","910","2815","568","1578","1741","3997","2154","1613","1272","2315","893","761","1575","1081","974","3456","515","4310","654","1398","445","5192","1408","2098","613","304","1387","298","902","1043","410","3035","1109","1248","241","1247","731","606","2474","866","2491","3202","320","339","1432","615","791","1652","1425","435","316","351","390","583","304","1278","1423","528","211","1344","285","570","176","137","179",
"민간","민간분양","충북","사용검사실적","","489","477","2240","1354","621","1039","1326","630","845","807","1331","1231","539","328","1292","361","776","556","1254","865","1715","1107","0","1806","1954","1461","661","278","644","1544","1445","1394","582","1873","2443","2305","752","1110","312","1109","369","697","1511","1639","1420","289","4651","3168","954","2956","1967","1084","394","1513","1629","4211","3486","2425","2908","1203","1000","340","1395","1126","249","501","2884","1217","2985","1659","299","1761","588","2277","240","261","234","288","314","219","1437","255","2872","870","1003","227","1612","276","1363","245","284","270","340","311","1188","2553","272","255","1194","199","1807","321","671","853","277","266","507","1718","241","1154","214","557","197","3634","1819","1115","394","667","211",
"민간","민간분양","충남","사용검사실적","","1060","821","853","413","1667","672","1983","2685","2705","2463","802","2313","970","624","1577","1034","739","884","1715","1657","1868","2430","0","3069","3524","1043","1502","4404","954","1322","997","3749","1908","3483","1961","2750","1193","6000","597","1892","1965","1984","4230","3351","2280","1570","2018","3907","3431","2041","3262","2163","3908","1602","1814","1430","2271","1981","1313","888","972","385","670","328","1389","1127","3337","986","493","581","1305","596","1012","442","364","2882","1589","1777","1073","598","365","1114","1545","484","1783","510","276","1748","1095","1068","469","415","498","774","450","1176","1907","734","1505","778","3230","1058","702","1294","305","1196","1255","4535","1715","1829","1338","448","2103","250","4713","1268","1312","183","198",
"민간","민간분양","전북","사용검사실적","","536","432","335","943","379","1289","960","2326","905","2156","1154","490","1786","957","754","212","1074","810","1935","556","1297","908","0","1202","1509","568","1157","385","373","1846","804","772","1044","503","1565","1015","334","221","1258","784","454","2296","605","510","427","890","916","1624","3840","1107","1589","1069","204","1958","1382","1450","482","835","1532","1174","2866","1973","843","296","303","1538","427","299","650","1398","1435","576","1450","323","323","1312","1927","670","1033","1462","564","189","282","1726","381","509","284","210","1098","481","256","1291","402","1166","267","366","250","391","164","153","190","3012","207","219","385","177","915","2648","322","1031","1517","649","791","516","897","425","772","55","71",
"민간","민간분양","전남","사용검사실적","","649","904","555","397","564","1339","2121","693","654","1323","643","653","957","618","1488","372","369","1066","919","1473","686","2083","0","1329","569","475","865","499","963","2273","1742","804","615","2155","1043","855","546","432","1151","861","522","992","575","1521","1055","513","565","1157","424","1196","552","490","1463","786","521","752","1751","1054","1163","592","608","370","2076","992","490","438","530","1050","691","927","600","585","429","1389","1052","741","546","1494","3004","3194","1595","1048","1207","1206","376","312","749","498","1283","911","2257","580","806","1762","1594","1769","1150","1304","557","837","1433","429","413","1443","1358","2327","676","744","1983","333","2265","221","963","440","857","498","161","503","901",
