"구  분","부문명","시도별","항목","단위","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월",
"주택업체","공공분양","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","광주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","784","0","0","0","-784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","대전","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","울산","사용검사실적","","100","0","0","0","0","0","0","30","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","강원","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","충북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","0","0","399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","전북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","436","0","210","0","-646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","전남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","993","-993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","경북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","경남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"주택업체","공공분양","제주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","-80","0","0","0","0","0","0","0","0","0","0","0",
"민간부문","소계","전국","사용검사실적","","22272","24257","23080","26582","28270","29866","32952","33647","26147","33294","27533","28847","30288","28343","23945","21622","22466","30781","38644","31010","33047","42225","28310","41648","33038","30690","24790","35951","26418","46478","33716","39067","27856","34669","35926","54556","31600","39286","32546","41431","25589","45582","48580","48147","43841","34075","46782","45543","54739","47865","41077","38789","38904","48595","42573","50395","38251","39028","46080","58413","47158","48926","36041","31623","32072","45311","32791","32281","36287","27302","30259","44130","28747","37752","25881","40838","32044","33926","45172","29188","31570","23778","32710","28727","31772","28335","25077","20247","21861","25825","27890","24790","24256","29924","32743","62354","20136","22662","28363","25953","36733","22534","25104","35251","20693","32668","26223","38893","15874","33138","26116","34145","25362","31144","24897","16681","9259","8742","6650",
"민간부문","소계","서울","사용검사실적","","4795","4713","4419","4252","4181","3995","3744","5602","5195","8358","3984","4629","5005","3909","3701","5284","4186","3924","5487","6968","6404","4916","4763","5448","8174","5631","4914","7047","7329","6417","6735","7370","5485","3828","6118","14334","5869","5178","5886","6834","4923","5592","6122","7594","4564","3182","5157","5544","4366","3942","4060","4535","6040","6426","5151","4647","4711","5514","6591","16410","4786","10057","2898","4160","3962","6795","4244","4476","10994","3471","5929","8979","5703","10464","6612","7298","5634","6272","6975","4974","9067","2317","4620","5505","5136","6626","5462","3478","4375","5100","5758","5454","4443","2692","6066","8952","5670","3986","5098","4715","3034","2997","2299","7941","1943","2836","3798","5422","2756","2245","2653","3509","1122","3017","2426","1722","1061","1393","978",
"민간부문","소계","인천","사용검사실적","","978","1076","629","562","959","1213","926","234","920","795","371","831","889","749","956","831","998","1111","1180","811","585","462","1047","877","712","567","556","581","878","5353","1329","740","674","1180","764","1725","794","560","734","803","781","1404","1590","1478","2925","486","846","4440","4701","335","2014","720","487","893","584","513","739","2106","877","559","1308","1515","1762","717","1664","420","731","465","756","1325","536","436","339","397","853","466","641","426","1431","282","573","1095","3476","1017","1956","388","196","1356","1220","1531","1912","1131","3637","1892","544","3897","3871","3135","238","3058","8282","648","3721","2830","1141","2925","2870","3236","636","4750","1427","2352","552","7945","1427","1210","248","105","151",
"민간부문","소계","경기","사용검사실적","","4867","4808","3477","5527","6124","8310","6061","4337","4814","4379","5566","6489","5795","9412","3609","5347","4112","8073","17642","7511","8990","9904","7054","10943","6993","10211","4720","9083","6130","13958","8733","11114","7243","9794","11299","13265","9776","11004","7443","6975","7245","13789","14875","17914","14851","14293","14250","14342","19137","17126","9550","14023","15144","19154","16946","19723","15113","13342","19817","15380","16664","12171","15527","9858","11597","22075","11325","11647","8337","4782","8487","7695","10589","11452","7353","10680","8232","7767","18616","9516","5619","8769","8690","9200","14597","9522","6861","7183","6173","7729","11282","10020","4461","9302","8512","17983","3389","6087","7797","7490","7707","4764","12771","7621","5406","11866","7518","12248","3495","12962","9302","12630","10637","7058","5193","4029","1614","4596","1854",
"민간부문","소계","부산","사용검사실적","","1653","1608","1530","1520","4407","1267","2878","4152","698","1923","4943","2723","2326","1022","2452","1047","719","4551","1090","769","994","5146","842","3733","780","830","789","1034","806","1094","1030","1968","3483","1098","1035","2360","3014","986","2103","1468","1968","2013","3018","2033","3541","1539","1340","1865","2573","5866","2241","2761","957","2157","2704","1026","1018","3464","1134","1388","1709","2944","2514","2384","3470","2286","3616","2290","708","2253","2550","1601","1434","2307","3278","1106","530","3415","3248","1277","3225","2312","401","1814","1393","552","2229","1530","891","1974","1388","749","759","420","394","14380","672","749","937","2021","3055","1319","975","2593","6113","1657","1741","3849","1903","1612","621","686","2118","30","1307","266","170","107","298",
"민간부문","소계","대구","사용검사실적","","626","734","208","1167","401","776","1805","253","627","1301","440","1275","2364","774","386","548","783","370","980","1764","2015","306","2334","2044","1751","222","2034","904","670","7076","2083","2088","294","2941","938","1735","1325","2410","1453","171","267","1293","3414","359","2221","1907","1216","627","507","1236","712","2505","160","132","160","2645","1070","961","2114","2584","259","828","127","1757","82","552","93","418","773","576","854","812","834","819","292","2117","495","2209","1168","2018","160","2738","1043","555","218","340","2046","118","55","59","2078","546","2302","1039","5842","781","399","55","3819","1694","1778","3540","441","2607","1044","1988","1220","481","660","1335","3102","5151","2117","347","911","1952","7","7","297",
"민간부문","소계","광주","사용검사실적","","999","1019","1161","205","2792","1109","2268","474","425","469","519","209","313","1180","262","271","888","85","882","222","910","417","184","138","866","215","847","3803","862","439","665","1013","1208","127","429","1901","1732","235","1235","200","60","1238","761","853","1247","393","334","1397","836","1256","318","1214","83","1329","718","1525","2177","162","407","-417","1799","1760","1138","690","1233","1587","161","912","1561","477","787","1598","154","1822","2341","1520","3566","670","837","41","2914","366","584","1834","1662","702","40","559","48","1347","74","772","152","102","1027","1021","82","2955","466","1118","634","75","49","1481","569","4008","233","149","135","878","38","367","389","104","621","39","95","435","231",
"민간부문","소계","대전","사용검사실적","","237","2955","1073","157","81","1424","475","1829","301","1871","165","388","612","389","129","80","639","760","144","298","244","648","217","233","350","546","220","378","1161","220","199","206","293","203","656","483","316","247","333","2992","316","280","172","129","196","858","1262","430","131","568","207","1196","168","869","2297","569","247","436","149","245","192","317","60","131","79","1123","636","1235","318","1301","227","253","150","250","269","2709","240","71","121","1193","1623","114","2376","235","149","61","96","259","69","51","96","114","404","1880","2823","336","106","1176","1003","43","2797","114","185","2786","231","842","1848","156","119","127","541","1830","579","183","90","62","39","65","194",
"민간부문","소계","울산","사용검사실적","","322","1638","1428","172","1433","871","1301","212","222","911","832","272","272","1973","1366","1538","715","194","222","896","1302","166","714","2117","187","188","205","2208","287","461","232","307","567","523","223","1140","422","1149","998","987","455","805","177","1214","3025","145","1996","163","1573","903","1140","414","97","2595","220","102","170","1397","441","1973","2565","2657","78","1245","928","715","497","133","1332","375","129","947","858","841","98","58","46","109","63","20","84","66","92","191","438","35","55","65","688","57","48","52","73","924","67","339","129","381","296","1158","87","73","66","1179","59","278","43","432","23","44","54","418","2751","799","419","59","2506","7","34",
"민간부문","소계","세종","사용검사실적","","126","107","110","1709","951","48","662","4378","931","1349","2856","1386","2396","1364","560","1429","735","1935","935","1458","587","1842","284","1632","31","848","305","9","13","32","1238","982","243","50","183","706","35","2347","605","7514","42","30","545","33","73","1330","745","436","1633","1448","3464","1434","726","873","80","1939","93","25","602","422","393","1520","211","1019","810","1218","21","1434","1681","16","27","15","13","573","23","44","12","77","49","44","17","694","65","23","365","563","26","32","26","867","24","1061","1374","34","37","47","39","102","142","619","22","23","42","27","145","24","496","585","22","54","17","23","19","17","27","13","27","42","9",
"민간부문","소계","강원","사용검사실적","","485","167","626","1657","728","1000","1051","1298","1827","1272","478","639","357","354","261","891","1066","574","960","511","976","547","1733","1284","420","909","308","266","310","520","963","800","500","1992","1634","1379","511","478","312","802","384","579","756","886","815","1055","3017","1623","2007","315","1667","1211","1093","1947","910","2995","568","1578","1741","3997","2154","1613","1272","2315","893","761","1575","1081","1194","3456","515","4310","654","1398","445","5192","1408","2098","613","304","1387","298","1100","1043","410","3035","1109","1248","241","1247","731","606","2474","866","2491","3202","320","339","1432","615","791","2077","1425","435","316","351","390","878","304","1278","1423","930","211","1344","285","1796","176","137","179",
"민간부문","소계","충북","사용검사실적","","489","477","2240","1354","621","1039","1326","630","845","807","1331","1231","539","328","1292","361","776","556","1254","1025","1715","1107","1925","1806","1954","1461","661","278","644","1544","1445","1394","582","1873","2443","2305","752","1110","312","1360","369","697","1511","2045","1420","289","4651","3168","954","2956","1967","1084","394","2858","1629","4211","3976","2959","2908","1203","1000","340","1395","1126","249","501","2884","1217","2985","1659","299","1761","588","2277","240","261","234","1795","314","219","2347","255","2872","870","1003","227","1612","276","1363","245","284","270","340","311","1188","2553","272","255","1194","199","1807","321","671","853","277","266","507","1718","241","1154","214","557","197","5150","2364","1115","394","667","211",
"민간부문","소계","충남","사용검사실적","","1060","821","853","413","1667","672","1983","2685","2705","2463","802","2313","970","624","1577","1034","739","884","1715","1657","1868","2430","1023","3069","3524","1043","1502","4404","954","1322","997","3749","1908","3483","1961","2750","1193","6000","597","1892","1965","1984","4230","3351","2280","1570","2018","3907","3431","2041","3262","2163","3908","1602","2310","2310","2271","1981","1313","888","972","385","670","328","1389","1127","3337","986","493","581","1305","596","1012","442","710","2882","1589","2029","1073","1402","365","1114","1545","484","2243","510","276","1748","2362","1068","469","415","498","774","450","1522","2426","784","1505","1001","4059","1058","702","1975","305","1747","1255","4535","1715","1829","1338","448","2103","250","5635","1268","1312","183","198",
"민간부문","소계","전북","사용검사실적","","536","432","335","943","379","1289","960","2326","905","2156","1154","490","1786","957","754","212","1074","810","1935","556","1297","908","760","1202","1509","568","1157","592","373","1846","804","772","1044","503","1565","1015","334","221","1258","784","454","2296","605","510","427","890","916","1624","3840","1107","1589","1069","204","1958","1382","2306","482","835","1532","1174","3624","1973","843","296","303","1538","427","299","650","1398","1435","576","1930","572","1240","1312","1927","1639","1033","1462","564","189","282","2556","381","509","470","210","1245","828","256","1291","402","2044","267","366","250","391","164","424","190","3012","207","219","679","177","915","2648","712","1031","1517","649","868","516","897","425","772","55","71",
"민간부문","소계","전남","사용검사실적","","1014","1755","555","397","564","1339","2121","693","654","1323","643","653","957","702","1488","432","1126","1066","919","1473","686","2083","671","1329","569","475","865","499","1333","2273","1742","804","615","2155","1043","910","582","432","1151","861","522","992","575","1521","1375","513","565","1408","978","1196","552","490","1463","786","664","752","1751","1054","1163","592","1357","370","2369","992","984","438","530","1275","691","927","600","719","429","1389","1052","1019","546","2250","3004","3242","1595","1048","1207","1206","376","1384","749","498","1283","911","2257","580","806","2789","1594","1769","1362","1304","1240","837","1433","429","413","1443","1556","2327","772","744","2277","333","2962","948","963","440","857","498","161","503","1014",
"민간부문","소계","경북","사용검사실적","","1686","734","811","842","1315","2137","1350","1527","911","1516","2028","2146","915","2678","2146","710","2887","2532","1292","1907","2565","2990","3018","3036","1664","5471","2487","1401","1259","2269","2733","1968","1162","1677","1254","3889","1058","2524","2103","649","1351","7100","3762","5062","1860","1152","3672","1129","3338","4655","3506","920","2621","2476","2878","2539","2357","1699","222","3019","4719","2489","4005","2736","1111","431","1184","1458","448","1670","1143","2065","2363","1086","469","3133","895","603","1768","338","1437","1188","2759","572","418","2502","2155","988","327","1838","548","443","1401","1418","659","1031","337","415","366","269","350","414","577","498","343","370","1219","613","269","1162","308","2085","292","2256","1139","308","178","110","551",
"민간부문","소계","경남","사용검사실적","","1656","717","3328","5339","1328","2976","3699","2677","3355","2045","960","2537","4062","1285","2569","1164","756","2199","1632","2311","1395","7856","1010","1665","2703","687","2120","2363","2228","965","2024","2691","1745","2429","3036","3009","2185","3118","3942","6137","3482","4251","5505","1787","1982","3198","3809","2355","3504","1870","3875","2076","3932","1559","3251","1853","564","1061","4312","7572","2448","7530","533","1284","2812","3218","781","2502","2687","2582","4803","11332","1265","1312","299","388","5739","2120","4539","2300","342","1038","1344","758","750","1083","1402","383","1250","308","374","1109","481","3144","357","3922","315","286","2210","319","383","1399","326","423","334","844","1027","858","231","1950","263","1215","218","855","1049","1592","170","105","206",
"민간부문","소계","제주","사용검사실적","","743","496","297","366","339","401","342","340","812","356","461","636","730","643","437","443","267","1157","375","873","514","497","731","1092","851","818","1100","1101","1181","689","764","1101","810","813","1345","1650","1702","1287","2081","1002","1005","1239","962","1378","1039","1275","988","1085","1230","1045","953","974","1427","981","689","740","944","454","757","1424","1209","457","639","585","506","526","749","453","679","453","633","435","432","351","307","653","310","376","320","556","251","177","254","864","277","296","293","316","245","665","311","177","249","293","425","253","497","262","456","373","324","271","234","340","232","162","371","341","376","394","336","347","226","833","250","327","329","225","174",
"민간","민간임대","전국","사용검사실적","","528","965","115","72","60","0","35","0","40","39","0","0","0","430","0","477","827","1235","585","-425","1032","87","931","-87","63","0","0","248","418","0","0","0","117","0","0","423","36","0","0","859","242","293","299","406","320","0","360","1344","3376","1135","78","1462","1111","1880","948","3516","2492","943","2270","362","1775","1838","2385","65","1426","2131","1529","274","1184","1128","844","911","2384","1223","1762","2944","1339","3906","1644","1619","1343","348","490","1524","1748","2766","186","40","3899","553","63","846","0","3623","0","2428","857","664","920","2594","4692","425","81","4663","574","1091","1211","2234","1837","726","2135","1275","77","2162","3183","2420","0","2034","183",
"민간","민간임대","서울","사용검사실적","","92","0","0","0","60","0","35","0","0","39","0","0","0","189","0","0","70","0","0","0","240","87","0","-87","63","0","0","0","48","0","0","0","117","0","0","0","0","0","0","0","0","293","0","0","0","0","0","795","128","0","78","137","-137","0","309","94","43","0","258","0","0","0","0","65","299","718","0","0","140","0","0","0","499","0","499","2122","357","40","1089","299","153","249","292","633","589","1086","0","40","1076","96","0","0","0","185","0","1048","53","75","237","752","0","0","0","3238","82","148","58","1473","631","0","0","0","0","606","636","363","0","84","70",
"민간","민간임대","인천","사용검사실적","","0","64","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","298","2105","0","0","0","0","0","0","0","0","0","0","0","0","1212","0","0","0","0","82","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3578","0","0","0","0","0","0","0","0","0","910","0","0","0","0","765","0","0","0",
"민간","민간임대","경기","사용검사실적","","71","0","115","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","585","-585","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299","0","0","0","360","0","490","1135","0","483","1248","130","0","1506","1770","0","1712","0","0","566","0","0","633","651","774","0","214","0","0","0","1405","0","0","0","982","0","555","0","0","0","0","42","699","608","0","0","1004","0","63","846","0","797","0","0","0","539","0","887","285","0","0","0","0","392","0","0","522","236","528","0","0","0","332","66","0","1766","0",
"민간","민간임대","부산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","152","0","0","0","0",
"민간","민간임대","대구","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"민간","민간임대","광주","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","300","0","0","0","0","0","0","762","0","0","610","0","158","604","0","0","0","544","0","382","0","0","280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","461","0","0","0","193","0","0","0","0","0","490","0","146","0","0","0","0","0","184","0",
"민간","민간임대","대전","사용검사실적","","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270","0","0","0","0","0","0","40","0","0","0","0","0",
"민간","민간임대","울산","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"민간","민간임대","세종","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","362","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","326","0","0","0","0","0","0","0","0","0","0","0",
"민간","민간임대","강원","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","842","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","425","0","0","0","0","0","295","0","0","0","402","0","0","0","1226","0","0","0",
"민간","민간임대","충북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251","0","0","0","406","0","0","0","0","0","0","0","0","0","1345","0","0","490","534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1507","0","0","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1516","545","0","0","0","0",
"민간","민간임대","충남","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","496","880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","346","0","0","252","0","804","0","0","0","0","460","0","0","0","1267","0","0","0","0","0","0","346","519","50","0","223","829","0","0","681","0","551","0","0","0","0","0","0","0","0","922","0","0","0","0",
"민간","민간임대","전북","사용검사실적","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","856","0","0","0","0","758","0","0","0","0","0","0","0","0","0","0","0","480","249","917","0","0","969","0","0","0","0","0","830","0","0","186","0","147","347","0","0","0","878","0","0","0","0","0","271","0","0","0","0","294","0","0","0","390","0","0","0","77","0","0","0","0","0","0",
